المعرف,النوع,"رمز المنتج (SKU)",الاسم,"وصف قصير",الوصف,المخزون,"سعر التخفيض","السعر الافتراضي",التصنيفات,الصور,"العلامات التجارية"
5258,simple,H677,"سماعة سلكية LinkTech H677","سماعة سلكية مريحة بتصميم معدني أنيق مع صوت عالي الجودة","<strong>• تصميم معدني أنيق بعدة ألوان</strong>\n\n<strong>• راحة فائقة مع تثبيت محكم داخل الأذن </strong>\n\n<strong>• محرك صوتي ديناميكي 10 مم لصوت HD مع تعزيز الباس</strong>\n\n<strong>• ميكروفون مدمج للتحكم في المكالمات وجودة صوت أفضل</strong>",9,,75,"سماعات, لينك تك","https://almuetamad.com/wp-content/uploads/2025/11/photo-output-20.jpeg, https://almuetamad.com/wp-content/uploads/2025/11/img_4537.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4536.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4535.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4534.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4533.png","لينك تك"
5259,simple,H675,"سماعة سلكية LinkTech H675","سماعة سلكية مريحة بتصميم معدني أنيق مع صوت عالي الجودة","<strong>• تصميم معدني أنيق بعدة ألوان</strong>\n\n<strong>• راحة فائقة مع تثبيت محكم داخل الأذن </strong>\n\n<strong>• محرك صوتي ديناميكي 10 مم لصوت HD مع تعزيز الباس</strong>\n\n<strong>• ميكروفون مدمج للتحكم في المكالمات وجودة صوت أفضل</strong>",19,,75,"سماعات, لينك تك","https://almuetamad.com/wp-content/uploads/2025/11/photo-output-21.jpeg, https://almuetamad.com/wp-content/uploads/2025/11/img_4546.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4545.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4544.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4543.png, https://almuetamad.com/wp-content/uploads/2025/11/photo-output-20.jpeg, https://almuetamad.com/wp-content/uploads/2025/11/img_4537.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4536.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4535.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4534.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4533.png","لينك تك"
5269,simple,O193,"وصلة فلاش LinkTech O193",,"• منفذ USB-A و Type-C\n\n• يدعم نقل البيانات في كلا الاتجاهين\n\n• تصميم مدمج وخفيف",10,,15,"لينك تك, ملحقات, منتجات اقتصادية","https://almuetamad.com/wp-content/uploads/2025/11/photo-output-22.jpeg, https://almuetamad.com/wp-content/uploads/2025/11/img_4550.png, https://almuetamad.com/wp-content/uploads/2025/11/img_4549.png","لينك تك"
32048,simple,k653,"كابل شحن تايب سي LinkTech K653","كابل USB Type-C بطول 1 متر، سريع ، يدعم شحناً يصل إلى 6A ونقل بيانات عالي الكفاءة بمواد مقوّاة وطبقة نايلون مضفّر","• كابل USB Type-C بطول 100 سم.\n\n• نقل طاقة وبيانات أسرع بفضل الأسلاك النحاسية عالية الجودة.\n\n• طبقة خارجية من نايلون مضفّر لمقاومة العوامل الميكانيكية.\n\n• هيكل متين من سبيكة الألمنيوم والبلاستيك PC.\n\n• يدعم قدرة شحن حتى 6 أمبير مع سرعة USB High-Speed كاملة",6,,65,"كيابل شحن, لينك تك","https://almuetamad.com/wp-content/uploads/2025/12/photo-output-1.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4731-1.png, https://almuetamad.com/wp-content/uploads/2025/12/img_4730-1.png, https://almuetamad.com/wp-content/uploads/2025/12/img_4729-1.png","لينك تك"
32051,simple,H307,"سماعة سلكية للآيفون LinkTech H307","سماعة Lightning مريحة وأنيقة بصوت Hi-Fi وميكروفونين مدمجين لجودة مكالمات أفضل، مع تحكم سهل وانتقال تلقائي بين الموسيقى والاتصال","• تصميم رياضي وأنيق باللون الأبيض.\n\n• مريح جداً ويثبت داخل الأذن بشكل مثالي.\n\n• صوت ديناميكي 10 مم مضبوط لتقديم صوت Hi-Fi حقيقي.\n\n• ميكروفون HD مدمج في الكابل لالتقاط صوت أوضح.\n\n• أزرار تحكم مدمجة في الكابل مع ميكروفون إضافي للوظائف المتقدمة.\n\n• كابل Lightning بطول 110 سم لمواءمة أفضل وسهولة الاستخدام.\n\n• ميكروفون حساس يمنح جودة صوت ومكالمات أوضح.\n\n• إمكانية الرد على المكالمات بسهولة.\n\n• انتقال تلقائي بين الموسيقى والمكالمات.",9,,110,"سماعات, لينك تك","https://almuetamad.com/wp-content/uploads/2025/12/photo-output-2.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4737.png","لينك تك"
32056,simple,t460e,"شاحن LinkTech T460e 25W","<strong>شاحن قوي بقدرة 25W يدعم بروتوكولات QC ويقدم شحناً سريعاً وآمناً مع تصميم صديق للبيئة</strong>","• تصميم صديق للبيئة (Eco-Friendly).\n\n• يدعم Turbo Charging وFast Charging.\n\n• قدرة خرج عالية تصل إلى 25W.\n\n• متوافق مع بروتوكولات الشحن السريع QC 3.0 / QC 4.0.\n\n• هيكل مدمج وسهل الحمل.\n\n• خامات متينة تمنح عمر استخدام أطول.\n\n• حماية من زيادة التيار والجهد وقصر الدارة لضمان شحن آم",6,,75,"شواحن, لينك تك, منتجات اقتصادية",https://almuetamad.com/wp-content/uploads/2025/12/photo-output-3.jpeg,"لينك تك"
32077,simple,T468e,"شاحن LinkTech T458e 25W","<strong>شاحن مدمج وسريع 25 واط مصنوع بمواد متينة وأنظمة حماية متقدمة، بتصميم صديق للبيئة يوفر شحناً آمناً وعملياً</strong>","• تصميم صديق للبيئة (Eco-Friendly).\n\n• يدعم Turbo Charging وFast Charging.\n\n• هيكل مدمج وسهل الحمل.\n\n• مصنوع من مواد متينة لضمان عمر أطول.\n\n• مزوّد بأنظمة حماية للشحن (زيادة التيار، الجهد، وقصر الدارة",6,,65,"شواحن, لينك تك, منتجات اقتصادية",https://almuetamad.com/wp-content/uploads/2025/12/photo-output-4.jpeg,"لينك تك"
32079,simple,T463e,"شاحن LinkTech T463e 45W","شاحن جداري سريع 45W يدعم أحدث بروتوكولات الشحن، يوفّر شحناً آمناً بفضل Smart IC ويمكنه تشغيل جهازين في نفس الوقت بتصميم قوي ومضغوط","• منفذا شحن سريع USB-C وUSB-A لشحن جهازين معاً.\n\n• يدعم بروتوكولات الشحن السريع مثل PD3.0 وPPS وQC2.0/3.0/4.0+ وSCP وVOOC وDASH وWARP.\n\n• متوافق مع الإصدارات القديمة من Qualcomm QC3.0 للشحن السريع.\n\n• تقنية Smart IC لضبط الجهد والتيار حسب احتياج الجهاز لضمان شحن آمن.\n\n• تصميم قوي ومضغوط مصنوع من مواد ABS.\n\n• مدخل كهربائي 110–220V ومخرج USB-A بقدرة تصل إلى 18W",6,,135,"شواحن, لينك تك, منتجات اقتصادية",https://almuetamad.com/wp-content/uploads/2025/12/photo-output-5.jpeg,"لينك تك"
32084,simple,s93,"ساعة ذكية LinkTech S93","ساعة ذكية أنيقة وعملية تناسب نمط الحياة العصري والرياضي.","<p data-start=""0"" data-end=""218"">ساعة S93 Premium Super AMOLED LT الذكية تجمع بين التصميم الأنيق والقدرات المتقدمة لتكون رفيقك المثالي في حياتك اليومية والرياضية.<br data-start=""133"" data-end=""136"" />مزودة بشاشة AMOLED مقاس 1.43 بوصة عالية الدقة ومقاومة للماء بمعيار IP68.</p>\n<p data-start=""222"" data-end=""285"">● قياس نسبة الأكسجين في الدم، معدل ضربات القلب، وتمارين التنفس.</p>\n<p data-start=""288"" data-end=""343"">● دعم رياضي متعدد مع تتبع النشاط اليومي ومعلومات الطقس.</p>\n<p data-start=""346"" data-end=""389"">● تحكم بالموسيقى مع بطارية تدوم حتى 7 أيام.</p>\n<strong> </strong>",4,,385,"ساعات, لينك تك","https://almuetamad.com/wp-content/uploads/2025/02/img_4748.png, https://almuetamad.com/wp-content/uploads/2025/02/img_4749.png, https://almuetamad.com/wp-content/uploads/2025/03/LPW-S93-BLACK-S93-Premium-Super-Amoled-LT-Watch-Akilli-Saat-Siyah-1.png, https://almuetamad.com/wp-content/uploads/2025/03/S93-Premium-Super-Amoled-LT-Watch-Akilli-Saat-1.png, https://almuetamad.com/wp-content/uploads/2025/03/S93-Premium-Super-Amoled-LT-Watch-Akilli-Saat.png","لينك تك"
32124,simple,,"ام بي ثري وشاحن سريع 48W","مشغل GF17 بخاصية FM وشحن سريع مزدوج مع إضاءة RGB.","<p data-start=""21"" data-end=""192""><strong>مشغل صوتي GF17 مزود بجهاز إرسال FM لاسلكي وتقنيات متقدمة لتجربة موسيقية مميزة داخل السيارة. يجمع بين تشغيل الموسيقى والشحن السريع 48W </strong></p>\n<p data-start=""21"" data-end=""192""><strong>مع إضاءة RGB أنيقة.</strong></p>\n<p data-start=""194"" data-end=""333""><strong>● شحن سريع مزدوج QC 3.0 وType-C PD\n● جهاز إرسال FM لاسلكي مع تبديل مستمر للموسيقى\n● إضاءة RGB متعددة الألوان تضيف جوًا مميزًا للسيارة</strong></p>",3,,195,"للسيارة, لينك تك","https://almuetamad.com/wp-content/uploads/2025/03/img_6177.png, https://almuetamad.com/wp-content/uploads/2025/03/img_6179.png, https://almuetamad.com/wp-content/uploads/2025/03/img_6178.png","لينك تك"
32144,simple,Anker140W,"شاحن أنكر Anker 140W","شاحن أنكر 140W يمنحك شحن سريع وآمن لكل أجهزتك في وقت واحد.\n\nيجمع بين القوة، الثبات، والتقنية الذكية في تصميم صغير وسهل الحمل","شاحن أنكر 140W بتقنية GaN مع 4 منافذ يدعم PD 3.1 لشحن فائق السرعة.\n\n• قدرة شحن قصوى 140W (وتصبح 134W عند تشغيل جميع المنافذ).\n\n• تصميم أنيق وخفيف مع قاعدة ثابتة، وقابس قابل للطي ومسافات مثالية بين المنافذ.\n\n• شاشة لمس عالية الدقة تعرض الطاقة، حالة المنافذ، ودرجة الحرارة بشكل مباشر",3,,690,"انكر, شواحن, شواحن متعددة المنافذ","https://almuetamad.com/wp-content/uploads/2025/12/photo-output-6.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4769.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4767.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4766.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4765.jpeg",أنكر
32202,simple,P41i,"سماعة بلوتوث  SoudCore P41i","سماعات Soundcore P41i تمنحك صوت قوي، باس عميق، ومكالمات واضحة في كل الظروف.\n\nبطارية هائلة وعلبة شحن قوية تخليك مستمر لأيام بدون الحاجة للكابل","توفر علبة الشحن قدرة 10W وبطارية 3000mAh تشحن الآيفون 16 برو لـ 50% والسامسونغ S24 لـ 45%.\n\n• بطارية تدوم حتى 12 ساعة، وعلبة الشحن ترفع المدة إلى 192 ساعة مع شحن سريع 10 دقائق يعطي 5 ساعات.\n\n• تقنية إلغاء ضوضاء متكيفة تعزل الأصوات باستخدام خوارزميات متقدمة لتجربة استماع هادئة.\n\n• درايفرات 11mm مع BassUp تقدم صوت قوي وباس عميق، و6 ميكروفونات مع عزل ذكي للضوضاء للمكالمات",2,,650,"انكر, ساوند كور, سماعات","https://almuetamad.com/wp-content/uploads/2025/12/photo-output-7.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4805.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4804.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4803.jpeg",أنكر
32210,simple,G855,"شاحن LinkTech G855 35W","شاحن عملي بقدرة 35W يجمع بين القوة والتقنية الحديثة مع كابل USB-C مدمج لتجربة شحن أسهل.\n\nمناسب للسفر والاستخدام اليومي مع دعم كامل لأحدث بروتوكولات الشحن السريع","• كابل USB-C مدمج وقابل للسحب يلغي الحاجة لحمل أي كابل إضافي.\n\n• تصميم ثلاثي المنافذ يسمح بشحن عدة أجهزة بسرعة في نفس الوقت.\n\n• يدعم بروتوكولات شحن واسعة تشمل GaN3 وPD3.0 وPPS وQC4.0+ وغيرها.\n\n• حجم صغير وسهل الحمل مع كفاءة عالية وإدارة حرارة محسّنة بتقنية GaN",3,,195,"شواحن, لينك تك","https://almuetamad.com/wp-content/uploads/2025/12/photo-output-8.jpeg, https://almuetamad.com/wp-content/uploads/2025/12/img_4843.png, https://almuetamad.com/wp-content/uploads/2025/12/img_4841.png, https://almuetamad.com/wp-content/uploads/2025/12/img_4840.png","لينك تك"
